feature_name,mean_abs_shap,mean_signed_shap,importance_share,rank
categorical__order_state_normalized_minas_gerais,0.0,0.0,0.0,954
categorical__order_state_normalized_mindanao_septentrional,0.0,0.0,0.0,955
categorical__order_state_normalized_minnesota,0.0,0.0,0.0,956
categorical__order_state_normalized_miranda,0.0,0.0,0.0,957
categorical__order_state_normalized_misiones,0.0,0.0,0.0,958
categorical__order_state_normalized_misisipi,0.0,0.0,0.0,959
categorical__order_state_normalized_misurata,0.0,0.0,0.0,960
categorical__order_state_normalized_misuri,0.0,0.0,0.0,961
categorical__order_state_normalized_monagas,0.0,0.0,0.0,962
categorical__order_state_normalized_mongolia_interior,0.0,0.0,0.0,963
categorical__order_state_normalized_monseor_nouel,0.0,0.0,0.0,964
categorical__order_state_normalized_montana,0.0,0.0,0.0,965
categorical__order_state_normalized_montevideo,0.0,0.0,0.0,966
categorical__order_state_normalized_montserrado,0.0,0.0,0.0,967
categorical__order_state_normalized_mopti,0.0,0.0,0.0,968
categorical__order_state_normalized_moquegua,0.0,0.0,0.0,969
categorical__order_state_normalized_morelos,0.0,0.0,0.0,970
categorical__order_state_normalized_morogoro,0.0,0.0,0.0,971
categorical__order_state_normalized_mostaganem,0.0,0.0,0.0,972
categorical__order_state_normalized_mpumalanga,0.0,0.0,0.0,973
categorical__order_state_normalized_mtwara,0.0,0.0,0.0,974
categorical__order_state_normalized_mwanza,0.0,0.0,0.0,975
categorical__order_state_normalized_mykolayiv,0.0,0.0,0.0,976
categorical__order_state_normalized_nagano,0.0,0.0,0.0,977
categorical__order_state_normalized_nagasaki,0.0,0.0,0.0,978
categorical__order_state_normalized_nairobi,0.0,0.0,0.0,979
categorical__order_state_normalized_nakhon_ratchasima,0.0,0.0,0.0,980
categorical__order_state_normalized_namangn,0.0,0.0,0.0,981
categorical__order_state_normalized_namibe,0.0,0.0,0.0,982
categorical__order_state_normalized_nampula,0.0,0.0,0.0,983
categorical__order_state_normalized_namur,0.0,0.0,0.0,984
categorical__order_state_normalized_nangarhar,0.0,0.0,0.0,985
categorical__order_state_normalized_nario,0.0,0.0,0.0,986
categorical__order_state_normalized_navarra,0.0,0.0,0.0,987
categorical__order_state_normalized_nayarit,0.0,0.0,0.0,988
categorical__order_state_normalized_neamt,0.0,0.0,0.0,989
categorical__order_state_normalized_nebraska,0.0,0.0,0.0,990
categorical__order_state_normalized_negeri_sembilan,0.0,0.0,0.0,991
categorical__order_state_normalized_nelson,0.0,0.0,0.0,992
categorical__order_state_normalized_neuqun,0.0,0.0,0.0,993
categorical__order_state_normalized_nevada,0.0,0.0,0.0,994
categorical__order_state_normalized_nevsehir,0.0,0.0,0.0,995
categorical__order_state_normalized_nger,0.0,0.0,0.0,996
categorical__order_state_normalized_niamey,0.0,0.0,0.0,997
categorical__order_state_normalized_niari,0.0,0.0,0.0,998
categorical__order_state_normalized_niassa,0.0,0.0,0.0,999
categorical__order_state_normalized_nicosia,0.0,0.0,0.0,1000
categorical__order_state_normalized_nilo_blanco,0.0,0.0,0.0,1001
categorical__order_state_normalized_ningxia_hui,0.0,0.0,0.0,1002
categorical__order_state_normalized_nnive,0.0,0.0,0.0,1003
categorical__order_state_normalized_nom_pen,0.0,0.0,0.0,1004
categorical__order_state_normalized_nord,0.0,0.0,0.0,1005
categorical__order_state_normalized_nordouest,0.0,0.0,0.0,1006
categorical__order_state_normalized_normanda,0.0,0.0,0.0,1007
categorical__order_state_normalized_noroeste,0.0,0.0,0.0,1008
categorical__order_state_normalized_nortepaso_de_calaispicarda,0.0,0.0,0.0,1009
categorical__order_state_normalized_northland,0.0,0.0,0.0,1010
categorical__order_state_normalized_nouakchott,0.0,0.0,0.0,1011
categorical__order_state_normalized_nueva_escocia,0.0,0.0,0.0,1012
categorical__order_state_normalized_nueva_esparta,0.0,0.0,0.0,1013
categorical__order_state_normalized_nueva_gales_del_sur,0.0,0.0,0.0,1014
categorical__order_state_normalized_nuevo_len,0.0,0.0,0.0,1015
categorical__order_state_normalized_nuevo_mxico,0.0,0.0,0.0,1016
categorical__order_state_normalized_nusa_tenggara_oriental,0.0,0.0,0.0,1017
categorical__order_state_normalized_nyanza,0.0,0.0,0.0,1018
categorical__order_state_normalized_nzrkor,0.0,0.0,0.0,1019
categorical__order_state_normalized_oaxaca,0.0,0.0,0.0,1020
categorical__order_state_normalized_occidental,0.0,0.0,0.0,1021
categorical__order_state_normalized_odisha,0.0,0.0,0.0,1022
categorical__order_state_normalized_ogun,0.0,0.0,0.0,1023
categorical__order_state_normalized_ohiggins,0.0,0.0,0.0,1024
categorical__order_state_normalized_ohio,0.0,0.0,0.0,1025
categorical__order_state_normalized_oita,0.0,0.0,0.0,1026
categorical__order_state_normalized_okayama,0.0,0.0,0.0,1027
categorical__order_state_normalized_oklahoma,0.0,0.0,0.0,1028
categorical__order_state_normalized_ondo,0.0,0.0,0.0,1029
categorical__order_state_normalized_opole,0.0,0.0,0.0,1030
categorical__order_state_normalized_oriental,0.0,0.0,0.0,1031
categorical__order_state_normalized_orn,0.0,0.0,0.0,1032
categorical__order_state_normalized_oruro,0.0,0.0,0.0,1033
categorical__order_state_normalized_osaka,0.0,0.0,0.0,1034
categorical__order_state_normalized_osh,0.0,0.0,0.0,1035
categorical__order_state_normalized_osjeckobaranjska,0.0,0.0,0.0,1036
categorical__order_state_normalized_oslo,0.0,0.0,0.0,1037
categorical__order_state_normalized_osmaniye,0.0,0.0,0.0,1038
categorical__order_state_normalized_osun,0.0,0.0,0.0,1039
categorical__order_state_normalized_otago,0.0,0.0,0.0,1040
categorical__order_state_normalized_ouest,0.0,0.0,0.0,1041
categorical__order_state_normalized_ouest_del_sur,0.0,0.0,0.0,1042
categorical__order_state_normalized_oum,0.0,0.0,0.0,1043
categorical__order_state_normalized_overijssel,0.0,0.0,0.0,1044
categorical__order_state_normalized_oyo,0.0,0.0,0.0,1045
categorical__order_state_normalized_pahang,0.0,0.0,0.0,1046
categorical__order_state_normalized_papua,0.0,0.0,0.0,1047
categorical__order_state_normalized_par,0.0,0.0,0.0,1048
categorical__order_state_normalized_paraba,0.0,0.0,0.0,1049
categorical__order_state_normalized_paramaribo,0.0,0.0,0.0,1050
categorical__order_state_normalized_paran,0.0,0.0,0.0,1051
categorical__order_state_normalized_pas_vasco,0.0,0.0,0.0,1052
categorical__order_state_normalized_pases_del_loira,0.0,0.0,0.0,1053
categorical__order_state_normalized_pavlodar,0.0,0.0,0.0,1054
categorical__order_state_normalized_pazardzhik,0.0,0.0,0.0,1055
categorical__order_state_normalized_pekn,0.0,0.0,0.0,1056
categorical__order_state_normalized_perak,0.0,0.0,0.0,1057
categorical__order_state_normalized_peravia,0.0,0.0,0.0,1058
categorical__order_state_normalized_pernambuco,0.0,0.0,0.0,1059
categorical__order_state_normalized_piamonte,0.0,0.0,0.0,1060
categorical__order_state_normalized_piau,0.0,0.0,0.0,1061
categorical__order_state_normalized_pichincha,0.0,0.0,0.0,1062
categorical__order_state_normalized_piura,0.0,0.0,0.0,1063
categorical__order_state_normalized_plateau,0.0,0.0,0.0,1064
categorical__order_state_normalized_plateaux,0.0,0.0,0.0,1065
categorical__order_state_normalized_plovdiv,0.0,0.0,0.0,1066
categorical__order_state_normalized_podgorica,0.0,0.0,0.0,1067
categorical__order_state_normalized_podlaquia,0.0,0.0,0.0,1068
categorical__order_state_normalized_poltava,0.0,0.0,0.0,1069
categorical__order_state_normalized_pomerania,0.0,0.0,0.0,1070
categorical__order_state_normalized_porto,0.0,0.0,0.0,1071
categorical__order_state_normalized_portuguesa,0.0,0.0,0.0,1072
categorical__order_state_normalized_potos,0.0,0.0,0.0,1073
categorical__order_state_normalized_praga,0.0,0.0,0.0,1074
categorical__order_state_normalized_prahova,0.0,0.0,0.0,1075
categorical__order_state_normalized_prefectura_de_vientin,0.0,0.0,0.0,1076
categorical__order_state_normalized_primorjegorski_kotar,0.0,0.0,0.0,1077
categorical__order_state_normalized_provenzaalpescosta_azul,0.0,0.0,0.0,1078
categorical__order_state_normalized_provincia_oriental,0.0,0.0,0.0,1079
categorical__order_state_normalized_puducherry,0.0,0.0,0.0,1080
categorical__order_state_normalized_puebla,0.0,0.0,0.0,1081
categorical__order_state_normalized_puerto_sad,0.0,0.0,0.0,1082
categorical__order_state_normalized_puno,0.0,0.0,0.0,1083
categorical__order_state_normalized_punyab,0.0,0.0,0.0,1084
categorical__order_state_normalized_qazvn,0.0,0.0,0.0,1085
categorical__order_state_normalized_qina,0.0,0.0,0.0,1086
categorical__order_state_normalized_qinghai,0.0,0.0,0.0,1087
categorical__order_state_normalized_qom,0.0,0.0,0.0,1088
categorical__order_state_normalized_quateur,0.0,0.0,0.0,1089
categorical__order_state_normalized_quebec,0.0,0.0,0.0,1090
categorical__order_state_normalized_quertaro,0.0,0.0,0.0,1091
categorical__order_state_normalized_quezaltenango,0.0,0.0,0.0,1092
categorical__order_state_normalized_quindo,0.0,0.0,0.0,1093
categorical__order_state_normalized_rabatsalzemurzaer,0.0,0.0,0.0,1094
categorical__order_state_normalized_rajastn,0.0,0.0,0.0,1095
categorical__order_state_normalized_rajshahi,0.0,0.0,0.0,1096
categorical__order_state_normalized_rangn,0.0,0.0,0.0,1097
categorical__order_state_normalized_ras_aljaima,0.0,0.0,0.0,1098
categorical__order_state_normalized_regin_capital,0.0,0.0,0.0,1099
categorical__order_state_normalized_renaniapalatinado,0.0,0.0,0.0,1100
categorical__order_state_normalized_rhode_island,0.0,0.0,0.0,1101
categorical__order_state_normalized_rio_grande_do_sul,0.0,0.0,0.0,1102
categorical__order_state_normalized_rivera,0.0,0.0,0.0,1103
categorical__order_state_normalized_rivne,0.0,0.0,0.0,1104
categorical__order_state_normalized_ro_de_janeiro,0.0,0.0,0.0,1105
categorical__order_state_normalized_ro_grande_del_norte,0.0,0.0,0.0,1106
categorical__order_state_normalized_ro_negro,0.0,0.0,0.0,1107
categorical__order_state_normalized_rogaland,0.0,0.0,0.0,1108
categorical__order_state_normalized_rondnia,0.0,0.0,0.0,1109
categorical__order_state_normalized_roraima,0.0,0.0,0.0,1110
categorical__order_state_normalized_ros,0.0,0.0,0.0,1111
categorical__order_state_normalized_ruvuma,0.0,0.0,0.0,1112
categorical__order_state_normalized_sabah,0.0,0.0,0.0,1113
categorical__order_state_normalized_saga,0.0,0.0,0.0,1114
categorical__order_state_normalized_saida,0.0,0.0,0.0,1115
categorical__order_state_normalized_saintlouis,0.0,0.0,0.0,1116
categorical__order_state_normalized_saitama,0.0,0.0,0.0,1117
categorical__order_state_normalized_sajoniaanhalt,0.0,0.0,0.0,1118
categorical__order_state_normalized_salta,0.0,0.0,0.0,1119
categorical__order_state_normalized_salzburgo,0.0,0.0,0.0,1120
categorical__order_state_normalized_samsun,0.0,0.0,0.0,1121
categorical__order_state_normalized_san_cristbal,0.0,0.0,0.0,1122
categorical__order_state_normalized_san_galo,0.0,0.0,0.0,1123
categorical__order_state_normalized_san_luis,0.0,0.0,0.0,1124
categorical__order_state_normalized_san_luis_potos,0.0,0.0,0.0,1125
categorical__order_state_normalized_san_miguel,0.0,0.0,0.0,1126
categorical__order_state_normalized_san_pedro_de_macors,0.0,0.0,0.0,1127
categorical__order_state_normalized_san_salvador,0.0,0.0,0.0,1128
categorical__order_state_normalized_sanliurfa,0.0,0.0,0.0,1129
categorical__order_state_normalized_santa_ana,0.0,0.0,0.0,1130
categorical__order_state_normalized_santa_caterina,0.0,0.0,0.0,1131
categorical__order_state_normalized_santa_cruz,0.0,0.0,0.0,1132
categorical__order_state_normalized_santander,0.0,0.0,0.0,1133
categorical__order_state_normalized_santiago_de_chile,0.0,0.0,0.0,1134
categorical__order_state_normalized_santiago_de_cuba,0.0,0.0,0.0,1135
categorical__order_state_normalized_santiago_del_estero,0.0,0.0,0.0,1136
categorical__order_state_normalized_santo_domingo,0.0,0.0,0.0,1137
categorical__order_state_normalized_sarre,0.0,0.0,0.0,1138
categorical__order_state_normalized_schleswigholstein,0.0,0.0,0.0,1139
categorical__order_state_normalized_sdermanland,0.0,0.0,0.0,1140
categorical__order_state_normalized_sel,0.0,0.0,0.0,1141
categorical__order_state_normalized_selandia,0.0,0.0,0.0,1142
categorical__order_state_normalized_selangor,0.0,0.0,0.0,1143
categorical__order_state_normalized_semnn,0.0,0.0,0.0,1144
categorical__order_state_normalized_septentrional,0.0,0.0,0.0,1145
categorical__order_state_normalized_sergipe,0.0,0.0,0.0,1146
categorical__order_state_normalized_sevastopol,0.0,0.0,0.0,1147
categorical__order_state_normalized_shaanxi,0.0,0.0,0.0,1148
categorical__order_state_normalized_shandong,0.0,0.0,0.0,1149
categorical__order_state_normalized_shanghi,0.0,0.0,0.0,1150
categorical__order_state_normalized_shanxi,0.0,0.0,0.0,1151
categorical__order_state_normalized_shinyanga,0.0,0.0,0.0,1152
categorical__order_state_normalized_shizuoka,0.0,0.0,0.0,1153
categorical__order_state_normalized_shumen,0.0,0.0,0.0,1154
categorical__order_state_normalized_sibiu,0.0,0.0,0.0,1155
categorical__order_state_normalized_sichuan,0.0,0.0,0.0,1156
categorical__order_state_normalized_siirt,0.0,0.0,0.0,1157
categorical__order_state_normalized_silesia,0.0,0.0,0.0,1158
categorical__order_state_normalized_sinaloa,0.0,0.0,0.0,1159
categorical__order_state_normalized_singapur,0.0,0.0,0.0,1160
categorical__order_state_normalized_sirnak,0.0,0.0,0.0,1161
categorical__order_state_normalized_sistn_y_baluchistn,0.0,0.0,0.0,1162
categorical__order_state_normalized_sivas,0.0,0.0,0.0,1163
categorical__order_state_normalized_skikda,0.0,0.0,0.0,1164
categorical__order_state_normalized_sliven,0.0,0.0,0.0,1165
categorical__order_state_normalized_so_paulo,0.0,0.0,0.0,1166
categorical__order_state_normalized_sofaciudad,0.0,0.0,0.0,1167
categorical__order_state_normalized_sofala,0.0,0.0,0.0,1168
categorical__order_state_normalized_sokoto,0.0,0.0,0.0,1169
categorical__order_state_normalized_sonora,0.0,0.0,0.0,1170
categorical__order_state_normalized_sonsonate,0.0,0.0,0.0,1171
categorical__order_state_normalized_southland,0.0,0.0,0.0,1172
categorical__order_state_normalized_st_nad_labem,0.0,0.0,0.0,1173
categorical__order_state_normalized_stiria,0.0,0.0,0.0,1174
categorical__order_state_normalized_stvropol,0.0,0.0,0.0,1175
categorical__order_state_normalized_suceava,0.0,0.0,0.0,1176
categorical__order_state_normalized_sucre,0.0,0.0,0.0,1177
categorical__order_state_normalized_sudeste,0.0,0.0,0.0,1178
categorical__order_state_normalized_suhaj,0.0,0.0,0.0,1179
categorical__order_state_normalized_sumatra_meridional,0.0,0.0,0.0,1180
categorical__order_state_normalized_sumatra_occidental,0.0,0.0,0.0,1181
categorical__order_state_normalized_sumatra_septentrional,0.0,0.0,0.0,1182
categorical__order_state_normalized_sumy,0.0,0.0,0.0,1183
categorical__order_state_normalized_surjandarn,0.0,0.0,0.0,1184
categorical__order_state_normalized_susmasadraa,0.0,0.0,0.0,1185
categorical__order_state_normalized_sylhet,0.0,0.0,0.0,1186
categorical__order_state_normalized_tabora,0.0,0.0,0.0,1187
categorical__order_state_normalized_tabuk,0.0,0.0,0.0,1188
categorical__order_state_normalized_tadlaazilal,0.0,0.0,0.0,1189
categorical__order_state_normalized_taipi,0.0,0.0,0.0,1190
categorical__order_state_normalized_taiz,0.0,0.0,0.0,1191
categorical__order_state_normalized_tamil_nadu,0.0,0.0,0.0,1192
categorical__order_state_normalized_taranaki,0.0,0.0,0.0,1193
categorical__order_state_normalized_tarapac,0.0,0.0,0.0,1194
categorical__order_state_normalized_tarija,0.0,0.0,0.0,1195
categorical__order_state_normalized_tasmania,0.0,0.0,0.0,1196
categorical__order_state_normalized_tazaalhucemastaunat,0.0,0.0,0.0,1197
categorical__order_state_normalized_tchira,0.0,0.0,0.0,1198
categorical__order_state_normalized_tehern,0.0,0.0,0.0,1199
categorical__order_state_normalized_tekirdag,0.0,0.0,0.0,1200
categorical__order_state_normalized_tel_aviv,0.0,0.0,0.0,1201
categorical__order_state_normalized_telangana,0.0,0.0,0.0,1202
categorical__order_state_normalized_tennessee,0.0,0.0,0.0,1203
categorical__order_state_normalized_ternpil,0.0,0.0,0.0,1204
categorical__order_state_normalized_terranova,0.0,0.0,0.0,1205
categorical__order_state_normalized_territorio_de_la_capital_australiana,0.0,0.0,0.0,1206
categorical__order_state_normalized_territorio_de_la_capital_federal,0.0,0.0,0.0,1207
categorical__order_state_normalized_territorio_del_norte,0.0,0.0,0.0,1208
categorical__order_state_normalized_tete,0.0,0.0,0.0,1209
categorical__order_state_normalized_texas,0.0,0.0,0.0,1210
categorical__order_state_normalized_th_d_h_ni,0.0,0.0,0.0,1211
categorical__order_state_normalized_this,0.0,0.0,0.0,1212
categorical__order_state_normalized_tianjin,0.0,0.0,0.0,1213
categorical__order_state_normalized_tiflis,0.0,0.0,0.0,1214
categorical__order_state_normalized_timis,0.0,0.0,0.0,1215
categorical__order_state_normalized_tipaza,0.0,0.0,0.0,1216
categorical__order_state_normalized_tirol,0.0,0.0,0.0,1217
categorical__order_state_normalized_tizi_ouzou,0.0,0.0,0.0,1218
categorical__order_state_normalized_tnez,0.0,0.0,0.0,1219
categorical__order_state_normalized_tngertetun,0.0,0.0,0.0,1220
categorical__order_state_normalized_tnh_cn_th,0.0,0.0,0.0,1221
categorical__order_state_normalized_tocantins,0.0,0.0,0.0,1222
categorical__order_state_normalized_tochigi,0.0,0.0,0.0,1223
categorical__order_state_normalized_tokat,0.0,0.0,0.0,1224
categorical__order_state_normalized_tokio,0.0,0.0,0.0,1225
categorical__order_state_normalized_toscana,0.0,0.0,0.0,1226
categorical__order_state_normalized_tottori,0.0,0.0,0.0,1227
categorical__order_state_normalized_trebisonda,0.0,0.0,0.0,1228
categorical__order_state_normalized_trengganu,0.0,0.0,0.0,1229
categorical__order_state_normalized_trentinoalto_adigio,0.0,0.0,0.0,1230
categorical__order_state_normalized_tripura,0.0,0.0,0.0,1231
categorical__order_state_normalized_turingia,0.0,0.0,0.0,1232
categorical__order_state_normalized_ucayali,0.0,0.0,0.0,1233
categorical__order_state_normalized_uln_bator,0.0,0.0,0.0,1234
categorical__order_state_normalized_ulsan,0.0,0.0,0.0,1235
categorical__order_state_normalized_upsala,0.0,0.0,0.0,1236
categorical__order_state_normalized_usak,0.0,0.0,0.0,1237
categorical__order_state_normalized_utah,0.0,0.0,0.0,1238
categorical__order_state_normalized_utrecht,0.0,0.0,0.0,1239
categorical__order_state_normalized_uttar_pradesh,0.0,0.0,0.0,1240
categorical__order_state_normalized_uttarakhand,0.0,0.0,0.0,1241
categorical__order_state_normalized_uusimaa,0.0,0.0,0.0,1242
categorical__order_state_normalized_valle_del_cauca,0.0,0.0,0.0,1243
categorical__order_state_normalized_valle_du_bandama,0.0,0.0,0.0,1244
categorical__order_state_normalized_van,0.0,0.0,0.0,1245
categorical__order_state_normalized_varna,0.0,0.0,0.0,1246
categorical__order_state_normalized_vaud,0.0,0.0,0.0,1247
categorical__order_state_normalized_veracruz,0.0,0.0,0.0,1248
categorical__order_state_normalized_vermont,0.0,0.0,0.0,1249
categorical__order_state_normalized_vestagder,0.0,0.0,0.0,1250
categorical__order_state_normalized_viena,0.0,0.0,0.0,1251
categorical__order_state_normalized_villa_clara,0.0,0.0,0.0,1252
categorical__order_state_normalized_vilna,0.0,0.0,0.0,1253
categorical__order_state_normalized_virginia,0.0,0.0,0.0,1254
categorical__order_state_normalized_virginia_occidental,0.0,0.0,0.0,1255
categorical__order_state_normalized_visayas_occidental,0.0,0.0,0.0,1256
categorical__order_state_normalized_vitsyebsk,0.0,0.0,0.0,1257
categorical__order_state_normalized_vlor,0.0,0.0,0.0,1258
categorical__order_state_normalized_vneto,0.0,0.0,0.0,1259
categorical__order_state_normalized_vnnytsia,0.0,0.0,0.0,1260
categorical__order_state_normalized_volinia,0.0,0.0,0.0,1261
categorical__order_state_normalized_vrancea,0.0,0.0,0.0,1262
categorical__order_state_normalized_vrmland,0.0,0.0,0.0,1263
categorical__order_state_normalized_vstra_gtaland,0.0,0.0,0.0,1264
categorical__order_state_normalized_waikato,0.0,0.0,0.0,1265
categorical__order_state_normalized_wellington,0.0,0.0,0.0,1266
categorical__order_state_normalized_wisconsin,0.0,0.0,0.0,1267
categorical__order_state_normalized_xinjiang_uygur,0.0,0.0,0.0,1268
categorical__order_state_normalized_yakarta,0.0,0.0,0.0,1269
categorical__order_state_normalized_yalova,0.0,0.0,0.0,1270
categorical__order_state_normalized_yamaguchi,0.0,0.0,0.0,1271
categorical__order_state_normalized_yaracuy,0.0,0.0,0.0,1272
categorical__order_state_normalized_yaroslavl,0.0,0.0,0.0,1273
categorical__order_state_normalized_yazd,0.0,0.0,0.0,1274
categorical__order_state_normalized_yibuti,0.0,0.0,0.0,1275
categorical__order_state_normalized_yobe,0.0,0.0,0.0,1276
categorical__order_state_normalized_yogyakarta,0.0,0.0,0.0,1277
categorical__order_state_normalized_yoro,0.0,0.0,0.0,1278
categorical__order_state_normalized_yucatn,0.0,0.0,0.0,1279
categorical__order_state_normalized_yunnan,0.0,0.0,0.0,1280
categorical__order_state_normalized_zacatecas,0.0,0.0,0.0,1281
categorical__order_state_normalized_zagrebacka,0.0,0.0,0.0,1282
categorical__order_state_normalized_zanyn,0.0,0.0,0.0,1283
categorical__order_state_normalized_zaporiyia,0.0,0.0,0.0,1284
categorical__order_state_normalized_zelanda,0.0,0.0,0.0,1285
categorical__order_state_normalized_zhambyl,0.0,0.0,0.0,1286
categorical__order_state_normalized_zhejiang,0.0,0.0,0.0,1287
categorical__order_state_normalized_zhytmyr,0.0,0.0,0.0,1288
categorical__order_state_normalized_zrich,0.0,0.0,0.0,1289
categorical__order_state_normalized_zulia,0.0,0.0,0.0,1290
